genus_species,subgroup,taxon_common_name,location_of_study,methylmercury,lead,arsenic,cadmium,part,dataset,bibliography,number_of_samples,obs_id
sciaenops ocellatus,finfish,NA,US-Florida,19,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1052
sciaenops ocellatus,finfish,NA,US-Florida,29.45,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1053
sciaenops ocellatus,finfish,NA,US-Florida,17.099999999999998,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1054
sciaenops ocellatus,finfish,NA,US-Florida,24.7,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1055
sciaenops ocellatus,finfish,NA,US-Florida,16.15,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1056
sciaenops ocellatus,finfish,NA,US-Florida,35.15,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1057
sciaenops ocellatus,finfish,NA,US-Florida,45.599999999999994,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1058
sciaenops ocellatus,finfish,NA,US-Florida,104.50000000000001,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1059
scomber japonicus,finfish,NA,US-california,8.835,70.39999999999999,231.1,12.7,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1060
scomber japonicus,finfish,mackerel-chub (Pacific),US-California,7.750641499999999,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency) Region 9 and NOAA (National Oceanic and Atmospheric Administration. 2007. 2002-2004 Southern California Coastal Marine Fish Contaminants Survey. Available: http://earth1.epa.gov/region09/features/pvshelf/montrose_report.pdf [accessed 14 August 2007].,28,contam1061
scomber scombrus,finfish,NA,US-north atlantic,4.75,42.3,372.6,6.5,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1062
scomber scombrus,finfish,mackerel-Atlantic,US,3.8445312499999997,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,64,contam1063
scomberomorus cavalla,finfish,NA,US-south atlantic,31.919999999999998,60.3,466.8,8.5,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1064
scomberomorus cavalla,finfish,NA,US-gulf,93.86,57.199999999999996,202.59999999999997,6.4,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1065
scomberomorus cavalla,finfish,mackerel-king,US-Atlantic,89.3,NA,NA,NA,NA,karimi,"Adams DH, McMichael RH. 2007. Mercury in king mackerel, Scomberomorus cavalla, and Spanish mackerel, S-maculatus, from waters of the south-eastern USA: regional and historical trends. Mar Freshw Res 58(2):187-193.",143,contam1066
scomberomorus cavalla,finfish,mackerel-king,US-Gulf,143.45,NA,NA,NA,NA,karimi,"Adams DH, McMichael RH. 2007. Mercury in king mackerel, Scomberomorus cavalla, and Spanish mackerel, S-maculatus, from waters of the south-eastern USA: regional and historical trends. Mar Freshw Res 58(2):187-193.",136,contam1067
scomberomorus cavalla,finfish,mackerel-king,US-Gulf,91.19999999999999,NA,NA,NA,NA,karimi,"Cai Y, Rooker JR, Gill GA, Turner JP. 2007. Bioaccumulation of mercury in pelagic fishes from the northern Gulf of Mexico. Can J Fish Aquat Sci 64(3):458-469.",39,contam1068
scomberomorus cavalla,finfish,mackerel-king,US-Louisiana,78.24912499999999,NA,NA,NA,NA,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,8,contam1069
scomberomorus cavalla,finfish,mackerel-king,US-Louisiana,125.43310606060605,NA,NA,NA,NA,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,33,contam1070
scomberomorus cavalla,finfish,mackerel-king,US,104.5448268398268,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,205,contam1071
scomberomorus cavalla,finfish,NA,US-Florida,52.25000000000001,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1072
scomberomorus cavalla,finfish,NA,US-Florida,70.3,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1073
scomberomorus cavalla,finfish,NA,US-Florida,161.5,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1074
scomberomorus cavalla,finfish,NA,US-Florida,197.6,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1075
scomberomorus cavalla,finfish,NA,US-Florida,148.2,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1076
scomberomorus cavalla,finfish,NA,US-Florida,27.549999999999994,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1077
scomberomorus maculatus,finfish,NA,US-south atlantic,17.194999999999997,45.7,380.3,14.399999999999999,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1078
scomberomorus maculatus,finfish,NA,US-gulf,30.21,59.8,165.79999999999998,3,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1079
scomberomorus maculatus,finfish,mackerel-Spanish,US-Atlantic,30.4,NA,NA,NA,NA,karimi,"Adams DH, McMichael RH. 2007. Mercury in king mackerel, Scomberomorus cavalla, and Spanish mackerel, S-maculatus, from waters of the south-eastern USA: regional and historical trends. Mar Freshw Res 58(2):187-193.",195,contam1080
scomberomorus maculatus,finfish,mackerel-Spanish,US-Gulf,50.349999999999994,NA,NA,NA,NA,karimi,"Adams DH, McMichael RH. 2007. Mercury in king mackerel, Scomberomorus cavalla, and Spanish mackerel, S-maculatus, from waters of the south-eastern USA: regional and historical trends. Mar Freshw Res 58(2):187-193.",385,contam1081
scomberomorus maculatus,finfish,mackerel-Spanish,US-Louisiana,26.315,NA,NA,NA,NA,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,1,contam1082
scomberomorus maculatus,finfish,mackerel-Spanish,US,30.246034482758628,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,58,contam1083
scomberomorus maculatus,finfish,NA,US-Florida,33.25,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1084
scomberomorus maculatus,finfish,NA,US-Florida,67.45,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1085
scomberomorus maculatus,finfish,NA,US-Florida,30.4,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1086
scomberomorus maculatus,finfish,NA,US-Florida,37.05,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1087
scomberomorus maculatus,finfish,NA,US-Florida,30.4,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1088
scomberomorus maculatus,finfish,NA,US-Florida,7.6,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1089
scomberomorus maculatus,finfish,NA,US-Florida,65.55,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1090
scomberomorus maculatus,finfish,NA,US-Florida,17.099999999999998,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1091
scomberomorus maculatus,finfish,NA,US-Florida,50.349999999999994,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1092
scomberomorus maculatus,finfish,NA,US-Florida,37.05,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1093
scomberomorus maculatus,finfish,NA,US-Florida,21.849999999999998,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1094
scomberomorus regalis,finfish,mackerel-cero,US,25.080000000000002,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,1,contam1095
scomberomorus regalis,finfish,NA,US-Florida,14.25,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1096
scophthalmus aquosus,finfish,NA,US-north atlantic,1.9,34.5,308.8,7.000000000000001,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1097
scophthalmus aquosus,finfish,flounder-windowpane,US-New Jersey,17.099999999999998,NA,NA,NA,NA,karimi,"Burger J, Jeitner C, Donio M, Shukla S, Gochfeld M. 2009. Factors Affecting Mercury and Selenium Levels in New Jersey Flatfish: Low Risk to Human Consumers. J Toxicol Env Health Part A 72(14):853-860.",48,contam1098
scophthalmus aquosus,finfish,flounder-windowpane,US-Atlantic,14.154999999999998,NA,NA,NA,NA,karimi,"Gerhart EH. 1977. Concentrations of total mercury in several fishes from Delaware Bay, 1975. Pesticides Monitoring Journal 11(3):132-133.",3,contam1099
scophthalmus aquosus,finfish,flounder-windowpane,US,10.766666666666667,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,12,contam1100
sebastes alutus,finfish,NA,US-pacific northwest,3.8,37.9,287.8,7.6,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1101
sebastes alutus,finfish,redfish-pacific ocean perch,US-Alaska,5.32,NA,NA,NA,NA,karimi,State of Alaska Department of Environmental Conservation. 2009. Total Mercury Concentrations in Alaskan Fishes. Available: http://dec.alaska.gov/eh/docs/vet/metals%2009-11-19.pdf [accessed 26 January 2011].,78,contam1102
sebastes alutus,finfish,Pacific ocean perch,NA,4.56,NA,NA,NA,NA,burger,"Burger, Joanna, Michael Gochfeld, Christian Jeitner, Sean Burke, Tim Stamm, Ronald Snigaroff, Dan Snigaroff, Robert Patrick, and Jim Weston. Mercury levels and potential risk from subsistence foods from the Aleutians. Science of the Total Environment 384, no. 1-3 (2007): 93-105.",NA,contam1103
sebastes caurinus,finfish,NA,US-pacific northwest,26.884999999999994,50.1,211,7.6,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1104
sebastes flavidus,finfish,NA,US-pacific northwest,14.629999999999999,38.2,369.3,6,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1105
sebastes marinus,finfish,NA,US-north atlantic,9.215,38,255.79999999999998,5.4,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1106
sebastes marinus,finfish,NA,US-north atlantic,12.35,37,247.5,1,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1107
sebastes melanops,finfish,Black rockfish,NA,15.864999999999998,NA,NA,NA,NA,burger,"Burger, Joanna, Michael Gochfeld, Christian Jeitner, Sean Burke, Tim Stamm, Ronald Snigaroff, Dan Snigaroff, Robert Patrick, and Jim Weston. Mercury levels and potential risk from subsistence foods from the Aleutians. Science of the Total Environment 384, no. 1-3 (2007): 93-105.",NA,contam1108
sebastes paucispinis,finfish,NA,US-california,25.65,50.6,201.2,7.6,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1109
sebastes paucispinis,finfish,NA,US-pacific northwest,31.635,50.1,181.7,6.5,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1110
sebastes pinniger,finfish,NA,US-california,10.64,40.300000000000004,294.6,8.1,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1111
sebastes pinniger,finfish,NA,US-pacific northwest,5.699999999999999,26.3,263.3,4.2,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1112
selene vomer,finfish,NA,US-Florida,19,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1113
semicossyphus pulcher,finfish,sheephead-California,US,15.959999999999999,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,4,contam1114
sepia elegans,mollusc,cuttlefish-elegant,NE Atlantic-Europe,1.422,NA,NA,NA,NA,karimi,"Bustamante P, Lahaye V, Durnez C, Churlaud C, Caurant F. 2006. Total and organic Hg concentrations in cephalopods from the North Eastern Atlantic waters: Influence of geographical origin and feeding ecology. Sci Total Environ 368(2-3):585-596.",14,contam1115
sepia officinalis,mollusc,cuttlefish-common,NE Atlantic-Europe,5.07,NA,NA,NA,NA,karimi,"Bustamante P, Lahaye V, Durnez C, Churlaud C, Caurant F. 2006. Total and organic Hg concentrations in cephalopods from the North Eastern Atlantic waters: Influence of geographical origin and feeding ecology. Sci Total Environ 368(2-3):585-596.",23,contam1116
sepia orbignyana,mollusc,cuttlefish-pink,NE Atlantic-Europe,0.708,NA,NA,NA,NA,karimi,"Bustamante P, Lahaye V, Durnez C, Churlaud C, Caurant F. 2006. Total and organic Hg concentrations in cephalopods from the North Eastern Atlantic waters: Influence of geographical origin and feeding ecology. Sci Total Environ 368(2-3):585-596.",15,contam1117
seriola dorsalis,finfish,NA,US-california,13.87,54.2,279.8,8.6,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1118
seriola dumerili,finfish,NA,US-Florida,86.45,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1119
seriola dumerili,finfish,NA,US-Florida,46.55,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1120
seriola dumerili,finfish,NA,US-Florida,56.05,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1121
seriola dumerili,finfish,NA,US-Florida,48.449999999999996,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1122
seriola dumerili,finfish,NA,US-Florida,62.699999999999996,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1123
seriola dumerili,finfish,NA,US-Florida,43.699999999999996,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1124
seriola rivoliana,finfish,NA,US-Florida,53.2,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1125
seriola zonata,finfish,NA,US-Florida,56.05,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1126
siliqua patula,mollusc,NA,US-pacific northwest,1.26,53,202.70000000000002,9.4,shucked,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1127
siliqua patula,mollusc,NA,US-alaska,2.49,76.7,234.90000000000003,16.5,shucked,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1128
sphyraena argentea,finfish,NA,US-california,16.34,63.800000000000004,252.99999999999997,11,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1129
sphyraena barracuda,finfish,NA,US-gulf,205.96,29.7,304.7,6.4,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1130
sphyraena barracuda,finfish,NA,US-Florida,34.199999999999996,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1131
sphyraena barracuda,finfish,NA,US-Florida,15.2,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1132
sphyraena barracuda,finfish,NA,US-Florida,82.64999999999999,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1133
sphyraena barracuda,finfish,NA,US-Florida,51.3,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1134
sphyrna lewini,finfish,NA,US-north atlantic,138.035,128.8,433400,9.3,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1135
sphyrna lewini,finfish,NA,US-south atlantic,241.965,85.39999999999999,597.3,7.6,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1136
sphyrna lewini,finfish,NA,US-Florida,41.8,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1137
sphyrna lewini,finfish,NA,US-Florida,118.75,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1138
sphyrna tiburo,finfish,shark-bonnethead,US-Florida,47.5,NA,NA,NA,NA,karimi,"Adams DH, McMichael RH. 1999. Mercury levels in four species of sharks from the Atlantic coast of Florida. Fishery Bulletin 97(2):372-379.",95,contam1139
sphyrna tiburo,finfish,NA,US-Florida,32.3,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1140
